,judul,hyperlink,img_hyperlinks,Judul,Harga,Lokasi,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Tipe Properti,Sertifikat,Daya Listrik,Kamar Pembantu,Dapur,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Pemandangan,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti,Tipe Iklan
0,"BALIKPAPAN, RUMAH CANTIK FULL FURNISH (Y359)",https://www.rumah123.com//properti/balikpapan/hos16101956/,https://picture.rumah123.com/r123/720x420-crop/house/ho16/16101956/original/hos16101956-rumah-di-jual-di-damai-balikpapan-1705646792.jpg,"BALIKPAPAN, RUMAH CANTIK FULL FURNISH (Y359)","Rp 2,4 Miliar","Damai, Balikpapan",2,3,144 m²,250 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
1,"BALIKPAPAN, RUMAH CANTIK FULL FURNISH (Y359)",https://www.rumah123.com//properti/balikpapan/hos16122251/,https://picture.rumah123.com/r123/720x420-crop/house/ho16/16122251/original/hos16122251-rumah-di-jual-di-damai-balikpapan-1705882031.jpg,"BALIKPAPAN, RUMAH CANTIK FULL FURNISH (Y359)","Rp 2,4 Miliar","Damai, Balikpapan",2,3,144 m²,250 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
2,"BALIKPAPAN, RUMAH CANTIK FULL FURNISH (Y359)",https://www.rumah123.com//properti/balikpapan/hos16108634/,https://picture.rumah123.com/r123/720x420-crop/house/ho16/16108634/original/hos16108634-rumah-di-jual-di-damai-balikpapan-1705709528.jpg,"BALIKPAPAN, RUMAH CANTIK FULL FURNISH (Y359)","Rp 2,4 Miliar","Damai, Balikpapan",2,3,144 m²,250 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
3,CEPAT RUMAH CANTIK SEMI FURNISHED,https://www.rumah123.com//properti/balikpapan/hos15729048/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15729048/original/hos15729048-rumah-di-jual-di-balikpapan-utara-balikpapan-1702018779.jpg,CEPAT RUMAH CANTIK SEMI FURNISHED,Rp 675 Juta,"Balikpapan Utara, Balikpapan",2,1,110 m²,110 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
4,CEPAT RUMAH CANTIK SEMI FURNISHED,https://www.rumah123.com//properti/balikpapan/hos16122241/,https://picture.rumah123.com/r123/720x420-crop/house/ho16/16122241/original/hos16122241-rumah-di-jual-di-balikpapan-utara-balikpapan-1705881837.jpg,CEPAT RUMAH CANTIK SEMI FURNISHED,Rp 675 Juta,"Balikpapan Utara, Balikpapan",2,1,110 m²,110 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
5,BALIKPAPAN PERUMAHAN REGENCY,https://www.rumah123.com//properti/balikpapan/hos14863499/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14863499/original/hos14863499-rumah-di-jual-di-balikpapan-selatan-balikpapan-1695342000.jpg,BALIKPAPAN PERUMAHAN REGENCY,Rp 450 Juta,"Balikpapan Selatan, Balikpapan",2,1,72 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
6,BALIKPAPAN PERUMAHAN REGENCY,https://www.rumah123.com//properti/balikpapan/hos14921618/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14921618/original/hos14921618-rumah-di-jual-di-balikpapan-selatan-balikpapan-1695773150.jpg,BALIKPAPAN PERUMAHAN REGENCY,Rp 450 Juta,"Balikpapan Selatan, Balikpapan",2,1,72 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
7,BALIKPAPAN PERUMAHAN REGENCY,https://www.rumah123.com//properti/balikpapan/hos14686956/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14686956/original/hos14686956-rumah-di-jual-di-balikpapan-selatan-balikpapan-1693890696.jpg,BALIKPAPAN PERUMAHAN REGENCY,Rp 450 Juta,"Balikpapan Selatan, Balikpapan",2,1,72 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
8,BALIKPAPAN PERUMAHAN REGENCY,https://www.rumah123.com//properti/balikpapan/hos15746342/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15746342/original/hos15746342-rumah-di-jual-di-balikpapan-selatan-balikpapan-1702254021.jpg,BALIKPAPAN PERUMAHAN REGENCY,Rp 450 Juta,"Balikpapan Selatan, Balikpapan",2,1,72 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
9,BALIKPAPAN PERUMAHAN REGENCY,https://www.rumah123.com//properti/balikpapan/hos15122378/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15122378/original/hos15122378-rumah-di-jual-di-balikpapan-selatan-balikpapan-1697267108.jpg,BALIKPAPAN PERUMAHAN REGENCY,Rp 450 Juta,"Balikpapan Selatan, Balikpapan",2,1,72 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
10,"BALIKPAPAN BARU,  RUMAH COCOK UNTUK MESS",https://www.rumah123.com//properti/balikpapan/hos10787701/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10787701/original/hos10787701-rumah-di-jual-di-balikpapan-baru-balikpapan-1659662489.jpg,"BALIKPAPAN BARU,  RUMAH COCOK UNTUK MESS","Rp 2,3 Miliar","Balikpapan Selatan, Balikpapan",6,2,234 m²,156 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
11,"BALIKPAPAN BARU,  RUMAH COCOK UNTUK MESS",https://www.rumah123.com//properti/balikpapan/hos9254804/,https://picture.rumah123.com/r123/720x420-crop/house/ho92/9254804/original/hos9254804-rumah-di-jual-di-balikpapan-selatan-balikpapan-1638251859.jpg,"BALIKPAPAN BARU,  RUMAH COCOK UNTUK MESS","Rp 2,3 Miliar","Balikpapan Selatan, Balikpapan",6,2,234 m²,156 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
12,RUMAH TINGKAT TERAWAT,https://www.rumah123.com//properti/balikpapan/hos10082604/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10082604/original/hos10082604-rumah-di-jual-di-balikpapan-utara-balikpapan-1650005189.jpg,RUMAH TINGKAT TERAWAT,Rp 875 Juta,"Batu Ampar, Balikpapan",3,4,170 m²,170 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
13,RUMAH TINGKAT TERAWAT,https://www.rumah123.com//properti/balikpapan/hos10200420/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10200420/original/hos10200420-rumah-di-jual-di-batu-ampar-balikpapan-1652148587.jpg,RUMAH TINGKAT TERAWAT,Rp 875 Juta,"Batu Ampar, Balikpapan",3,4,170 m²,170 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
14,GRAHA INDAH,https://www.rumah123.com//properti/balikpapan/hos9907439/,https://picture.rumah123.com/r123/720x420-crop/house/ho99/9907439/original/hos9907439-rumah-di-jual-di-balikpapan-utara-balikpapan-1647595274.jpg,GRAHA INDAH,Rp 600 Juta,"Balikpapan Utara, Balikpapan",3,1,108 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
15,GRAHA INDAH,https://www.rumah123.com//properti/balikpapan/hos10734636/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10734636/original/hos10734636-rumah-di-jual-di-balikpapan-utara-balikpapan-1659025655.jpg,GRAHA INDAH,Rp 600 Juta,"Balikpapan Utara, Balikpapan",3,1,108 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
16,GRAHA INDAH,https://www.rumah123.com//properti/balikpapan/hos12238524/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12238524/original/hos12238524-rumah-di-jual-di-balikpapan-utara-balikpapan-1672201050.jpg,GRAHA INDAH,Rp 600 Juta,"Balikpapan Utara, Balikpapan",3,1,108 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
17,GRAHA INDAH,https://www.rumah123.com//properti/balikpapan/hos15598218/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15598218/original/hos15598218-rumah-di-jual-di-balikpapan-utara-balikpapan-1701074226.jpg,GRAHA INDAH,Rp 600 Juta,"Balikpapan Utara, Balikpapan",3,1,108 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
18,RUMAH NYAMAN TANAH LUAS,https://www.rumah123.com//properti/balikpapan/hos15094195/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15094195/original/hos15094195-rumah-di-jual-di-balikpapan-utara-balikpapan-1697099142.jpg,RUMAH NYAMAN TANAH LUAS,"Rp 1,25 Miliar","Balikpapan Utara, Balikpapan",3,2,395 m²,121 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
19,RUMAH NYAMAN TANAH LUAS,https://www.rumah123.com//properti/balikpapan/hos16216976/,https://picture.rumah123.com/r123/720x420-crop/house/ho16/16216976/original/hos16216976-rumah-di-jual-di-balikpapan-utara-balikpapan-1706595377.jpg,RUMAH NYAMAN TANAH LUAS,"Rp 1,25 Miliar","Balikpapan Utara, Balikpapan",3,2,395 m²,121 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
20,RUMAH NYAMAN TANAH LUAS,https://www.rumah123.com//properti/balikpapan/hos16122236/,https://picture.rumah123.com/r123/720x420-crop/house/ho16/16122236/original/hos16122236-rumah-di-jual-di-balikpapan-utara-balikpapan-1705881682.jpg,RUMAH NYAMAN TANAH LUAS,"Rp 1,25 Miliar","Balikpapan Utara, Balikpapan",3,2,395 m²,121 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
21,di  Rumah Nyaman Kawasan Elite Citra Bukit Indah Ciputra BDI,https://www.rumah123.com//properti/balikpapan/hos14772378/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14772378/original/hos14772378-rumah-di-jual-di-balikpapan-selatan-balikpapan-1694654580.jpg,di  Rumah Nyaman Kawasan Elite Citra Bukit Indah Ciputra BDI,Rp 975 Juta,"Balikpapan Selatan, Balikpapan",2,1,90 m²,55 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
22,di  Rumah Nyaman Kawasan Elite Citra Bukit Indah Ciputra BDI,https://www.rumah123.com//properti/balikpapan/hos15130985/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15130985/original/hos15130985-rumah-di-jual-di-balikpapan-selatan-balikpapan-1697418278.jpg,di  Rumah Nyaman Kawasan Elite Citra Bukit Indah Ciputra BDI,Rp 975 Juta,"Balikpapan Selatan, Balikpapan",2,1,90 m²,55 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
23,RUMAH TIGA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos9026507/,https://picture.rumah123.com/r123/720x420-crop/house/ho90/9026507/original/hos9026507-rumah-di-jual-di-balikpapan-selatan-balikpapan-1634775673.jpg,RUMAH TIGA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 1,33 Miliar","Balikpapan Selatan, Balikpapan",3,2,120 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,1,,,,,,,,,,,,Dijual
24,RUMAH TIGA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos9018961/,https://picture.rumah123.com/r123/720x420-crop/house/ho90/9018961/original/hos9018961-rumah-di-jual-di-balikpapan-selatan-balikpapan-1634616471.jpg,RUMAH TIGA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 1,33 Miliar","Balikpapan Selatan, Balikpapan",3,2,120 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,1,,,,,,,,,,,,Dijual
25,RUMAH TUMBUH BARU DUA LANTAI TIGA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos15828612/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15828612/original/hos15828612-rumah-di-jual-di-balikpapan-utara-balikpapan-1703031422.jpg,RUMAH TUMBUH BARU DUA LANTAI TIGA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 2,1 Miliar","Balikpapan Utara, Balikpapan",3,3,140 m²,70 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
26,RUMAH TUMBUH BARU DUA LANTAI TIGA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos15130845/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15130845/original/hos15130845-rumah-di-jual-di-balikpapan-utara-balikpapan-1697416471.jpg,RUMAH TUMBUH BARU DUA LANTAI TIGA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 2,1 Miliar","Balikpapan Utara, Balikpapan",3,3,140 m²,70 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
27,"BALIKPAPAN, RUMAH CANTIK DAN NYAMAN DI KILO 10",https://www.rumah123.com//properti/balikpapan/hos15767170/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15767170/original/hos15767170-rumah-di-jual-di-balikpapan-utara-balikpapan-1702426416.jpg,"BALIKPAPAN, RUMAH CANTIK DAN NYAMAN DI KILO 10",Rp 750 Juta,"Balikpapan Utara, Balikpapan",3,3,144 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
28,"BALIKPAPAN, RUMAH CANTIK DAN NYAMAN DI KILO 10",https://www.rumah123.com//properti/balikpapan/hos15751096/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15751096/original/hos15751096-rumah-di-jual-di-balikpapan-utara-balikpapan-1702279903.jpg,"BALIKPAPAN, RUMAH CANTIK DAN NYAMAN DI KILO 10",Rp 750 Juta,"Balikpapan Utara, Balikpapan",3,3,144 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
29,SEPINGGAN PRATAMA,https://www.rumah123.com//properti/balikpapan/hos15239143/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15239143/original/hos15239143-rumah-di-jual-di-sepinggan-balikpapan-1698195925.jpg,SEPINGGAN PRATAMA,Rp 700 Juta,"Balikpapan Selatan, Balikpapan",2,2,150 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,,,,,,,,,,,Dijual
30,SEPINGGAN PRATAMA,https://www.rumah123.com//properti/balikpapan/hos15598011/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15598011/original/hos15598011-rumah-di-jual-di-balikpapan-selatan-balikpapan-1701074160.jpg,SEPINGGAN PRATAMA,Rp 700 Juta,"Balikpapan Selatan, Balikpapan",2,2,150 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,,,,,,,,,,,Dijual
31,RUMAH MINIMALIS SIAP HUNI,https://www.rumah123.com//properti/balikpapan/hos11728421/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11728421/original/hos11728421-rumah-di-jual-di-balikpapan-baru-balikpapan-1667976678.jpg,RUMAH MINIMALIS SIAP HUNI,"Rp 1,3 Miliar","Balikpapan Baru, Balikpapan",2,1,130 m²,81 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
32,RUMAH MINIMALIS SIAP HUNI,https://www.rumah123.com//properti/balikpapan/hos15053082/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15053082/original/hos15053082-rumah-di-jual-di-balikpapan-baru-balikpapan-1696837743.jpg,RUMAH MINIMALIS SIAP HUNI,"Rp 1,3 Miliar","Balikpapan Baru, Balikpapan",2,1,130 m²,81 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
33,HUNIAN DENGAN SMART HOME SYSTEM DESAIN MINIMALIS LOKASI AMAN NYAMAN DAN MODERN,https://www.rumah123.com//properti/balikpapan/hos15299598/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15299598/original/hos15299598-rumah-di-jual-di-balikpapan-utara-balikpapan-1698718037.jpg,HUNIAN DENGAN SMART HOME SYSTEM DESAIN MINIMALIS LOKASI AMAN NYAMAN DAN MODERN,"Rp 1,75 Miliar","Balikpapan Utara, Balikpapan",3,3,98 m²,88 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
34,HUNIAN DENGAN SMART HOME SYSTEM DESAIN MINIMALIS LOKASI AMAN NYAMAN DAN MODERN,https://www.rumah123.com//properti/balikpapan/hos15372339/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15372339/original/hos15372339-rumah-di-jual-di-balikpapan-utara-balikpapan-1699259835.jpg,HUNIAN DENGAN SMART HOME SYSTEM DESAIN MINIMALIS LOKASI AMAN NYAMAN DAN MODERN,"Rp 1,75 Miliar","Balikpapan Utara, Balikpapan",3,3,98 m²,88 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
35,RUMAH HOOK BISA UNTUK TEMPAT USAHA,https://www.rumah123.com//properti/balikpapan/hos10200431/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10200431/original/hos10200431-rumah-di-jual-di-balikpapan-timur-balikpapan-1652148714.jpg,RUMAH HOOK BISA UNTUK TEMPAT USAHA,Rp 450 Juta,"Balikpapan Timur, Balikpapan",4,2,74 m²,74 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
36,RUMAH ELIT DUA LANTAI DI PERUMAHAN CIPUTRA,https://www.rumah123.com//properti/balikpapan/hos9678426/,https://picture.rumah123.com/r123/720x420-crop/house/ho96/9678426/original/hos9678426-rumah-di-jual-di-balikpapan-selatan-balikpapan-1644636056.jpg,RUMAH ELIT DUA LANTAI DI PERUMAHAN CIPUTRA,"Rp 5,5 Miliar","Balikpapan Selatan, Balikpapan",4,3,500 m²,250 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,1,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
37,RUMAH STRATEGIS DI KAWASAN PERUMAHAN BUKIT DAMAI INDAH,https://www.rumah123.com//properti/balikpapan/hos9758569/,https://picture.rumah123.com/r123/720x420-crop/house/ho97/9758569/original/hos9758569-rumah-di-jual-di-balikpapan-selatan-balikpapan-1645599673.jpg,RUMAH STRATEGIS DI KAWASAN PERUMAHAN BUKIT DAMAI INDAH,"Rp 1,2 Miliar","Balikpapan Selatan, Balikpapan",4,2,144 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
38,RUMAH BALIKPAPAN BORNEO PARADISO DEKAT PINTU TOL MANGGAR LUAS 4KT,https://www.rumah123.com//properti/balikpapan/hos9707435/,https://picture.rumah123.com/r123/720x420-crop/house/ho97/9707435/original/hos9707435-rumah-di-jual-di-balikpapan-timur-balikpapan-1644914712.jpg,RUMAH BALIKPAPAN BORNEO PARADISO DEKAT PINTU TOL MANGGAR LUAS 4KT,"Rp 1,2 Miliar","Balikpapan Timur, Balikpapan",4,3,180 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
39,RUMAH BALIKPAPAN TIMUR BORNEO PARADISO BATAKAN DEKAT PINTU TOL (RE16),https://www.rumah123.com//properti/balikpapan/hos9705997/,https://picture.rumah123.com/r123/720x420-crop/house/ho97/9705997/original/hos9705997-rumah-di-jual-di-balikpapan-timur-balikpapan-1644906161.jpg,RUMAH BALIKPAPAN TIMUR BORNEO PARADISO BATAKAN DEKAT PINTU TOL (RE16),Rp 595 Juta,"Balikpapan Timur, Balikpapan",2,1,108 m²,45 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
40,"BALIKPAPAN , PASAR BARU (Y174) KOS2AN DITENGAH KOTA BALIKPAPAN",https://www.rumah123.com//properti/balikpapan/hos9698476/,https://picture.rumah123.com/r123/720x420-crop/house/ho96/9698476/original/hos9698476-rumah-di-jual-di-klandasan-ilir-balikpapan-1644833530.jpg,"BALIKPAPAN , PASAR BARU (Y174) KOS2AN DITENGAH KOTA BALIKPAPAN","Rp 7,5 Miliar","Klandasan Ilir, Balikpapan",5,3,644 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,19,,,,,,,,,,,,Dijual
41,PERUMAHAN ELITE SIAP HUNI,https://www.rumah123.com//properti/balikpapan/hos9517149/,https://picture.rumah123.com/r123/720x420-crop/house/ho95/9517149/original/hos9517149-rumah-di-jual-di-balikpapan-selatan-balikpapan-1642471663.jpg,PERUMAHAN ELITE SIAP HUNI,"Rp 1,6 Miliar","Balikpapan Selatan, Balikpapan",2,2,160 m²,135 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
42,DI JUAL RUMAH MEWAH DI KAWASAN PERUMAHAN MULAWARMAN,https://www.rumah123.com//properti/balikpapan/hos9478492/,https://picture.rumah123.com/r123/720x420-crop/house/ho94/9478492/original/hos9478492-rumah-di-jual-di-sepinggan-balikpapan-1641886664.jpg,DI JUAL RUMAH MEWAH DI KAWASAN PERUMAHAN MULAWARMAN,Rp 10 Miliar,"Sepinggan, Balikpapan",4,5,826 m²,998 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
